1114,Neither here nor there...,1
1115,"SE Asia, ",1
1116,Sol System,1
1117,Fight for justice,1
1118,El Salvador/Mxico.,1
1119,"3rd Planet , Ursa",1
1120,"Amritsar, Malaysia",1
1121,harareZimbabwe,1
1122,"LR, AR",1
1123,"New Haven, CT, United States",1
1124,"Hastings, Nebraska",1
1125,"North, Central & Caribbean",1
1126,seems to be out of earth,1
1127,"Thornton, CO",1
1128,"Ettlingen, Deutschland",1
1129,"Johannesburg,South Africa",1
1130,"Hope, British Columbia",1
1131,Mulberry Street,1
1132,dti registered,1
1133,"Skokie, IL by way of Chicago",1
1134,South Africa Durban,1
1135, he/him  bnha x twice ,1
1136,edinburgh scotland ,1
1137,"Patna, India",1
1138,Jungwoo planet's,1
1139,"Banyuwangi, Indonesia",1
1140,South Jakarta,1
1141,INS,1
1142,Kolkata ,1
1143,s!her  22,1
1144,in bangtan universe for life,1
1145,Vaush is a pedophile,1
1146,Non_MSM_News/gab.ai,1
1147,Ghana ,1
1148,"Kathmandu, Nepal",1
1149,26 | s/h | spain | namgikook ,1
1150,Horsham Sussex,1
1151,rcbyf/t | she/they | @myisou,1
1152,Barnsley,1
1153,pen and paper,1
1154, 15 they / vae rentry byf,1
1155,"Savo du Sud, Finlande",1
1156,"Rotten Shotton, Cymru Rydd ",1
1157,Cincinnati  Las Vegas he/him,1
1158, Chandigarh,1
1159,Cali son,1
1160,"Guayaquil, Ecuador",1
1161,London - Cotswolds,1
1162,Melbourne Australia,1
1163,"Karlsruhe, Deutschland",1
1164,planet earth ,1
1165,OSINT,1
1166,"love r, j , s, h, j, j, v ",1
1167,"Dehradun, India",1
1168,"Depok, Indonesia",1
1169,Not Farmville ,1
1170,Boca Raton Florida,1
1171,dan  28  ohio  ,1
1172,"Tri-Cities, Wash.",1
1173,"Stamford, CT",1
1174,Auckland New Zealand,1
1175,she/they :  ifb 16+ #O2' ,1
1176,"Ludington, Mich.",1
1177,"Norman, OK",1
1178,"TRINITY UNI, CA",1
1179,Up with this I will not put! ,1
1180,Right above you! ,1
1181,"Tobruk, Libya ",1
1182,Agartha ,1
1183,63,1
1184,"Regina, Saskatchewan",1
1185,"Springfield, VA",1
1186,"Kaushambi, Ghaziabad",1
1187,"Broughton, Wales",1
1188,"Haringey, North London",1
1189,Di depan tv,1
1190,tm,1
1191,Ahmedabad,1
1192,Perth,1
1193,"Champaign, NYC, Key West, Fort Lauderdale, and Palm Springs, CA",1
1194,aries isfp,1
1195,Bharat,1
1196,"Hampton Roads, Va.",1
1197,21+. Fan account. No affiliation with the actress. IC only. Nondating. ,1
1198,21 | She/her | asian,1
1199,eng/,1
1200,Phoenix,1
1201,Khardaha,1
1202,Insta: ecturr,1
1203,BLR/NYC,1
1204,San Rafael Mendoza,1
1205,"Cotabato City, Philippines",1
1206,Multi | mostly jungwoo ,1
1207,At bolin's house ,1
1208,Las Vegas,1
1209,i,1
1210,"Sabah, Malaysia",1
1211,Pictures,1
1212,"Brighton, Adelaide",1
1213,Bonus stage of life,1
1214," Africa, Earth  ATM. ",1
1215,Occupied Ohlone Land/ Oakland,1
1216,"Chicago, IL ",1
1217,Dante's inferno,1
1218,DMV ,1
1219,yayy area,1
1220,Beyond Meta,1
1221,"Grand Rapids, MI",1
1222,reno nv,1
1223,South Florida,1
1224,"Larkhall, Scotland ",1
1225,White Forest - Silo 1,1
1226,Swaziland,1
1227,"Wiltshire, UK.",1
1228,That ain't Falco,1
1229,"Virginia Beach, VA",1
1230,Sussex,1
1231,"Sofia, Bulgaria",1
1232,ABQ,1
1233,"Chapel Hill/Carrboro, NC",1
1234,"Manassas Park, VA",1
1235,"Goa, India",1
1236,InYourDreams,1
1237,Scottish Highlands,1
1238,3rd Coasting,1
1239,"chicago, Il",1
1240,"Aragua, Venezuela (Earth-1218)",1
1241,this side of the Milky Way,1
1242,In the Belly of the Whale,1
1243,"Bandra West, Mumbai",1
1244,Jaffna ,1
1245,Sterling VA,1
1246,10AM10PM GMT+7,1
1247,leatherhead surrey England ,1
1248,"Montgomeryville, PA",1
1249,Wurundjeri land,1
1250,"Bucks County, PA",1
1251,carat | she/her | 18,1
1252,neverland,1
1253,Salt Lake City,1
1254,Hollywood Dreams 999,1
1255,shanshe/they24joobebe,1
1256,he/her,1
1257,mod uses he/she,1
1258,Under the cloud,1
1259,Tx. ,1
1260,in bts' heart ,1
1261,"Solar System, Milky Way",1
1262,Kemet,1
1263,namjoons heart,1
1264,"vhope, jayki, & yeonbin",1
1265,"Bahawalpur, Pakistan",1
1266,lost...don't look for me,1
1267,Manikpur. LVT.Dhalai.Tripura,1
1268,"Noida, India",1
1269,Flexible WH,1
1270, |  ,1
1271,Gadigal Land (Sydney),1
1272,"Petaling Jaya, Selangor",1
1273,Rocky Mountains,1
1274,Race track,1
1275,Pixlverse,1
1276,"Himachal Pradesh, India",1
1277,London & Scottish Highlands,1
1278,Jammu And Kashmir,1
1279,YOUniverse,1
1280,she/her 19 ,1
1281,RD Congo,1
1282,Drowning in glitter glue,1
1283,South of the Texas Hill Countr,1
1284,INDIA,1
1285,Cowtown,1
1286,new jersey,1
1287,#SFBayArea,1
1288,"Athens, Greece",1
1289,Queensland,1
1290,"Motihari, Bihar, India",1
1291,21 || she/her,1
1292,"Greenville, NC",1
1293,LasVegas ,1
1294,My Colors Dont Run,1
1295,"Renton, WA",1
1296,non# #V # men dni sb to unf. priv=/uncomfy,1
1297,BcK&4th All over,1
1298,"Hobart, Australia",1
1299,"kodagu, karnataka, INDIAN ",1
1300,PNW via California ,1
1301,she/they | 18 ,1
1302,"Columbus, GA(Opelika, AL)",1
1303,the Midwest,1
1304,"Cleveland, TN",1
1305,"Downingtown, PA",1
1306,Newcastle Upon Tyne,1
1307,"Los Angeles County, California",1
1308,she/her  not minor  a simp,1
1309,she/18/ filo here ,1
1310,"Jerusalem, Israel",1
1311,"Gujarat, India",1
1312,"Djabuganjdi Lands, Oz",1
1313,exosvtnct,1
1314,no proshippers + no rpf,1
1315,En rout to Purana Pakistan ,1
1316,"West Chicago, IL",1
1317,eng/spa | she/her | 22,1
1318, she her,1
1319,"RAJKOT,GUJRAT,INDIA",1
1320,"All Consoles, All Platforms ",1
1321,en la Reina del Plata,1
1322,Hailakandi (Assam),1
1323,Uk  ,1
1324,writer's block purgatory,1
1325,"army zone, Namaste,N",1
1326,Somewhere in the mountains,1
1327,she!her ,1
1328,Greece Patras,1
1329,b,1
1330,she | her,1
1331,Australia #gameon,1
1332,New Mexico,1
1333,"Perros Bravos, N Reyno de Len",1
1334,Erehwon,1
1335,"Middle of nowhere, NC",1
1336,jikook my beloved (**;),1
1337,"NY, USA",1
1338,Bhubaneswar,1
1339,she/her .,1
1340,"Manitowoc, WI",1
1341,ur mom,1
1342,"Srina, Jammu And Kashmir, Indi",1
1343,"Evansville, In",1
1344,Chillin On The Blockchain,1
1345,sa laot ng luha,1
1346,"Rogers, AR",1
1347,"Chidambaram, India",1
1348,On The Couch,1
1349,"Saint John, New Brunswick",1
1350,"Blinding Lights, Chain Gang",1
1351,"Schuylerville, NY",1
1352,"Modesto, California",1
1353,Ms3,1
1354,"she/they/he, '04",1
1355,calcutta,1
1356,Normandy Park,1
1357,"london, uk (derogatory)",1
1358,Los Angeles Universe Omniverse,1
1359, Wonder Wharf ,1
1360,sciences @ ao3,1
1361,Riga,1
1362,BTS ke dil me ,1
1363, minwon's left kidney,1
1364,"Trash Island, USA",1
1365,"Ahmedabad, Gujarat, India",1
1366,Join Over 50k Traders ,1
1367,-.,1
1368,Vijayawada-Hyderabad,1
1369,"Myrtle Beach, SC 29577",1
1370,Uppada,1
1371,AOM,1
1372,'93/she/her,1
1373,Southeast Asia ,1
1374,Ciudadana del mundo,1
1375,Wipazoka Wakpa Wiyawapi ,1
1376,"North Dakota, USA",1
1377,"Caledonia, MN by La Crosse, WI",1
1378,Lehigh Valley,1
1379,Singularity F,1
1380,Treaty 7 Territory,1
1381,"Home, US",1
1382,14 46' N / 120 58' E,1
1383,traveling ,1
1384,"Monroe, NC",1
1385,Caratland,1
1386,Goku ,1
1387,svt / minwon ,1
1388,Srinagar,1
1389,mongwalu ,1
1390,She/They 21,1
1391,Negative Zone ,1
1392,"Fairfield, CT",1
1393,"Jammu And Kashmir, India",1
1394,Baja Oklahoma,1
1395,18+  NSFW,1
1396,perusito style,1
1397,"Ahmedabad, India",1
1398,The Great White North,1
1399,Moreno Valley CA,1
1400,st petersburg ,1
1401,taekook & OT7 fan account,1
1402,they she | heavy rts,1
1403,WFH for Dunder Mifflin PPC,1
1404,she/her latina || minor ,1
1405,reading account | seven,1
1406,Here for fantasy & rant ,1
1407,Cape towm,1
1408,Bangtan,1
1409,Massachusetts USA,1
1410,"#2n, 10",1
1411,"Carat,abnew,luvity,engene&more",1
1412,I live in BTS heart ,1
1413,"Lubumbashi, RD Congo",1
1414,Legion Land,1
1415,Elysium||The Roman Heaven,1
1416,Northern Indiana,1
1417,"Bandung, Jawa Barat",1
1418,Ot7,1
1419,BTS is my HOME,1
1420,"Kahuku, Hawaii, USA",1
1421,shownu & changmo barracks,1
1422,19  bts (ot7)  taylor swift,1
1423,"they/she, biroace, 19infp-t ",1
1424,andalasia,1
1425,FRANCE STREET ,1
1426,any pronouns ,1
1427,boston,1
1428,230918,1
1429,  It / He / They ,1
1430,VADODARA,1
1431,CANADA,1
1432,nerdtalks22@gmail.com,1
1433,Floating dojo in Neo Tokyo,1
1434,Redondo Beach,1
1435,US PNW,1
1436, @Red_0774  ,1
1437,KwaZulu Natal,1
1438,"Bend, OR",1
1439,"London, Washington DC, Paris",1
1440,Cape Town /''V''''''V\,1
1441,"Carson City, NV",1
1442,Your mom's house,1
1443,Hanne,1
1444,World Wide Web,1
1445,Anywhere But Here...,1
1446,rcbyf,1
1447,she/he | 25 | white,1
1448,"VA,US, the World, the Universe",1
1449,My mom's basement ,1
1450,CT,1
1451,134340 Bangtan's planet,1
1452,somewhere smoking ,1
1453,  . ,1
1454,"Palanpur, India",1
1455,"Rochdale, Queens",1
1456,battery city,1
1457,"Columbia University, NYC",1
1458,"Redondo Beach, CA",1
1459,Derby,1
1460,Brasil/Natal-RN,1
1461,"Le Havre, Haute-Normandie",1
1462,Hospital /pm,1
1463,"Australia, Melbourne",1
1464,Holy Cross ,1
1465,sugaringcandy,1
1466,ATX,1
1467,"Theni, India",1
1468,"La Carlota City, Western Visay",1
1469,16||He/him,1
1470,"Puerto Rico, USA",1
1471,Vancouver Canada,1
1472,"Ludhiana, India",1
1473,"Fresno, CA",1
1474,E v e r y w h e r e .,1
1475,"East Dennis, MA DMs",1
1476,National Capital Region,1
1477,"9th Ward, Bywater, New Orleans",1
1478,patna,1
1479,"Kerala(home town), New Delhi",1
1480,"Perth, WA",1
1481,"Marblehead, MA",1
1482,"C-drama, K-drama world",1
1483,dmV,1
1484,"St. Louis,USA",1
1485,"Braslia, Brasil",1
1486,Alabama,1
1487,quiet  fan account  17,1
1488,Chandigarh/Gaya/Mohammadabad,1
1489,san diego,1
1490,usa,1
1491,   enhypen | zayn niall louis harry | heartstopper !     ,1
1492,"Chimaltenango, Guatemala",1
1493,norf london. clan macleod,1
1494,"viewer, reader, listener ",1
1495,Dallas TX,1
1496,Where News Is,1
1497,"Ojuelos de Jalisco, Jalisco",1
1498,"Osborne County, Kansas",1
1499,America (Hell),1
1500,"Orlando, Florida",1
1501,"Cox's Bazar, Bangladesh",1
1502,"Brighton, Colorado",1
1503,ARIZONA,1
1504,JourneytoCheshireBay 09-06-22,1
1505,Where the light shines bright,1
1506,NotwhereIwannabe,1
1507,  19 hoot/he,1
1508,Rwanda-Kigali,1
1509,Elsewhere,1
1510,"Rancho Palos Verdes, CA",1
1511,Cyprus,1
1512,"Merlo, Argentina",1
1513,Northern Soul,1
1514,"Brighton, Brighton and Hove, ",1
1515,in 3$ mansion down in hell ,1
1516,mike wheeler is so gender : 15,1
1517,Elbi,1
1518,"Montral, Canada",1
1519,"Tembisa, South Africa",1
1520,Allthese places feel like home,1
1521,"Jharsuguda, Odisha, India",1
1522,social distancing & vibing ,1
1523,"Guadalupe,Bogo City,Cebu",1
1524,"""they""",1
1525,yutas bedroom,1
1526,"Longmont, CO",1
1527,Floriduhh!,1
1528,he/it,1
1529,"Adult, she/her17+ pls",1
1530,"Beverly Hills, CA",1
1531,"Sydney, NSW, Australia.",1
1532,"Sparks, Nevada",1
1533,"Busan, Republic of Korea",1
1534,dade county ,1
1535,Gaia.,1
1536,SoFlo,1
1537,Pennsylvania ,1
1538,Taipei,1
1539,Miami Florida,1
1540,"Oak Park, MI",1
1541,Kwangya / ,1
1542,"T: 51.8406171,4.3155814",1
1543,"Khanewal, Pakistan",1
1544,Southeastern USA,1
1545,"Bihar, India",1
1546,San Francisco ,1
1547,19 any/she,1
1548,"Escocia, Reino Unido",1
1549,"Seelz Island Collective, SAGMI",1
1550,Coachella Valley,1
1551,NCTZEN || WAYZENNI || CARAT,1
1552,She/Her Caratland,1
1553,"South Cheshire, UK, Europe ",1
1554,"Sukabumi, Jawa Barat",1
1555,"Black Hawk County, IA",1
1556,Home,1
1557,Bath - Paphos,1
1558,insta : yezonance ,1
1559,he him . . . (,1
1560,Balamb Garden,1
1561,"Monroe, MI",1
1562,deeznutsville,1
1563,Canada  Edmonton ,1
1564,"she/her  18 tk,yj,sj,cy",1
1565,Makassar - Indonesia,1
1566,"Tinytown, Wonderland",1
1567,#FucksShrongWitchu,1
1568,"Fort Lauderdale, FL",1
1569,"Port Credit, Ontario, Canada",1
1570,",  ",1
1571,Somewhere in Mushroom Kingdom,1
1572,"North Somerset,England",1
1573,justices tour bus,1
1574,"Windsor,Berkshire,England.",1
1575,"Mariveles, Central Luzon",1
1576,Inkopolis,1
1577,baguio,1
1578,. ely 18 she/her.,1
1579,Porto Alegre / Rio de Janeiro,1
1580,BTSUNIVERSE,1
1581,LAATL ,1
1582,triangle spaceship ,1
1583,"Daly City, CA",1
1584,Earth. Presently. ,1
1585,Coimbatore,1
1586,"Tarn et Garonne, France",1
1587,Her/She,1
1588,"Gig Harbor, WA",1
1589,Johannesburg - sometimes ....,1
1590,mae  she/her  20s  seasian,1
1591,"Fullerton, CA",1
1592,Nevada,1
1593,cosmoworld,1
1594,"Buckbee's Corners, NY",1
1595,Southern CA,1
1596,"museum, library, or bookstore",1
1597,kent UK,1
1598,"Democrat in NY, USA ",1
1599,"Nairobi, 254",1
1600,purple u,1
1601,she her | nineteen,1
1602,somewhere around woozi studio,1
1603,Chennai - India ,1
1604,Inktopolis,1
1605,"Bethlehem, PA, USA",1
1606,10.7.7.23,1
1607,Vandoies,1
1608,Fresh Out The Oven,1
1609,Maws,1
1610,Pasadena Ca,1
1611,HTX|She/Her|Grown,1
1612,"Centralia, WA",1
1613,Campo y Ciudad ,1
1614,"Semarang, Indonesia",1
1615,USA S'ship Entrepreneur Ge,1
1616,Bali,1
1617,Union of India,1
1618,Vermont,1
1619,SF Bay,1
1620,sunwoo,1
1621,Minnesotan Hawkeye ,1
1622,Stranded in caribbean ruins,1
1623,"Staten Island, New York",1
1624,Hot deals Daily,1
1625,she!her! 04',1
1626,"Waldorf, MD",1
1627,she/her ; 19 ,1
1628,Chile ,1
1629,she blk 15,1
1630,The Wild West,1
1631, |they/she  | venezuelan ,1
1632, under tannies purple sky ,1
1633,they/them white 17,1
1634,"South Dakota, USA",1
1635,QLD Australia,1
1636,jaewoo coty,1
1637,123,1
1638, Baby Jisung on board ,1
1639,min yoongi's,1
1640,Hejaz,1
1641,"Lucknow , ",1
1642,"Burnaby, British Columbia",1
1643,Vancouver British Columbia,1
1644,Memphis 10,1
1645,in your heart,1
1646,"always, bangtan.  she!her 01 tony montana  ",1
1647,i will go down w my ships,1
1648,"Honduras, Centro America",1
1649,"Provence-Alpes-Cte d'Azur, France",1
1650,Kansas City area,1
1651,Hybe Insight,1
1652,NCT,1
1653,Sydeny ,1
1654,theshannonsketches@gmail.com,1
1655,she/her | twentyfive,1
1656,"Amsterdam, Netherlands",1
1657,AB,1
1658,Your moms house,1
1659,rjshjjv,1
1660,Bmore,1
1661,"Lawrenceville,GA",1
1662,"Amarillo, Texas",1
1663,Western States Pact,1
1664,North Sentinel Island,1
1665,"canyon lake, california",1
1666,"Bridgeport, CT * SD, CA",1
1667,"Encinitas, CA",1
1668,hope world ,1
1669,In the blue sky  she/her-19,1
1670,"Santa Barbara, CA she/her/hers",1
1671,MSP / CHI,1
1672,Tacomaish,1
1673,"Manila City, National Capital",1
1674,"Wichita, KS",1
1675,i just wanna scream helloooooo,1
1676, South Africa,1
1677,The place I want to be. ,1
1678,Bookshelf |Luanda(shire)| +254,1
1679,"Usually Cali, sometimes NY",1
1680,"South Africa,Polokwane",1
1681,Behind You lowkey,1
1682,lispenard street,1
1683,"So Paulo, Brazil",1
1684,Em b ca Kim Taehyung ,1
1685,Earth. For now.,1
1686,Chinatown,1
1687,she/they  taekook  22,1
1688,Emerald Coast,1
1689,s/her | ot7  : love is mutual,1
1690,Everywhere like such as ,1
1691,"Mt Difficulty, Mandinyira, Masvingo",1
1692,uouun,1
1693,28 non-binary,1
1694,Mexico City  via ,1
1695,Btspopper || she/her ,1
1696,20s she/her ,1
1697,20  they/he,1
1698,"she/her, 24",1
1699,Island of Lesbos,1
1700,OT14+5 ,1
1701,thad@bigpromo.biz,1
1702,Delhi and NCR,1
1703,Southwest U.S. & Mexico border,1
1704,she/her  17,1
1705,Raspberry Pi,1
1706,magic shop~,1
1707,"Lewisville, TX",1
1708,Mining,1
1709,"Waldorf, Maryland USA",1
1710,"Srinagar, Jammu & Kashmir",1
1711,The Horny Hague,1
1712,northwoods Wi or N Minneapolis,1
1713,6160S 106480E,1
1714,theperksofbeingawallflower,1
1715,"Woodsfield, Ohio",1
1716,!!,1
1717,Sodom-on-Potomac,1
1718,Phoenix AZ,1
1719,"California, USA  | she/her ",1
1720,Blockchain,1
1721,"Nagpur, India",1
1722,"Satara, India",1
1723,"Edinburg, TX",1
1724,Noneofyourbusiness,1
1725,Blue girl-Red State,1
1726,she/her. ,1
1727,"Kolkata, India",1
1728,Windsor  Detroit ,1
1729,"East Bay and San Jose, CA",1
1730,"Ddaeng City, Namkanda",1
1731,tu corazn,1
1732,18  they/them,1
1733,Bhagyanagaram,1
1734,lasgidi( Eko ile ),1
1735,Wi,1
1736,"Florida, unfortunately",1
1737,Parawhy,1
1738,sheher,1
1739,Chicago ,1
1740,Northern CA Wine Country,1
1741,"love,H",1
1742, Bombay(INDIA)Darbhanga(Bihar),1
1743,"Delta, British Columbia",1
1744,for # | busy w work nd skul,1
1745,"Yangon, Myanmar",1
1746,Stockholm for now,1
1747,"the fridge, behind the milk",1
1748,"West Coast, North America",1
1749,Vadodara,1
1750,Qubec Qubec,1
1751,Syazwana Zaimi,1
1752,Paraguay,1
1753,jeon jungkook  kim taehyung,1
1754,"Montreal, Canada",1
1755,"Hillsdale, NJ",1
1756,"30N, 90W",1
1757,Living Your Dreams ,1
1758,East Coast,1
1759,my baby bear,1
1760,"Gurgaon, India",1
1761,esp/ita ||/OT7|| she/her,1
1762,mod in following,1
1763,Dallas/Ft. Worth Texas,1
1764,ash she her ,1
1765,Lair of G'grushmunth,1
1766,0.6k serotonins!,1
1767,North London ,1
1768,Baverse (EST) ,1
1769,BTS Heart,1
1770,"Oak Park, IL",1
1771,"Thorsby, AL",1
1772,"London dreams, RVA reality",1
1773,"Silicon Valley, CA",1
1774,Indonesia - India - Korea,1
1775,Believeland,1
1776,Choi San Aotm when,1
1777,Atripalda (AV) - Italy,1
1778,AZ,1
1779,6 yrs w/ bts,1
1780,rkive ,1
1781,living in the jurassic,1
1782,Terra Firma,1
1783,"West Hollywood, CA",1
1784,"Stratford, Ontario",1
1785,"Salisbury Heights, Adelaide",1
1786,INDONESIA,1
1787,South Korea ,1
1788,she!they,1
1789,"Kuala Nerus, Terengganu",1
1790,ic: hikariposts,1
1791,3 Breakfast Creek Rd Newstead,1
1792,"Berkeley, CA",1
1793,Prayer Bunky,1
1794,8600,1
1795,minor ! asian !,1
1796,NO UNVERIFED PPL,1
1797,"Portland, ME",1
1798, | .,1
1799,"Fort Collins, CO",1
1800,"Windsor, Ontario, Canada",1
1801,In the clouds,1
1802,"Whittier, CA",1
1803,"State College, PA",1
1804,BTS ,1
1805,Bandung,1
1806,any pronouns ; 24,1
1807,Muktsar,1
1808,"Conroe, Texas",1
1809,"Centro, Tabasco",1
1810,Atlanta Georgia & Memphis Tenn,1
1811,"Rancho Mirage, CA",1
1812,Central Virginia,1
1813,BTS World,1
1814,cat!ww - bunny!sh,1
1815,DONT use my twet w/out consent,1
1816,Iran,1
1817,only army | ot7,1
1818,Corporate,1
1819,Where the money reside ,1
1820,fan acc ; multi ; filo ; minor bts txt enha d6 atz rv twice various content warnings !,1
1821,NETXMNARCO,1
1822,ON THE EASTSIDE,1
1823,"Surfside Beach, SC",1
1824,Dcimo Crculo,1
1825,+63 l magic shop,1
1826,Connecticut,1
1827,The Regime,1
1828,"Dorset, England, UK",1
1829,Uruguay -Argentina- USA,1
1830,"Bhaktapur, Nepal",1
1831,"Kochi, India",1
1832,Grey Matterverse,1
1833,945XX to 111XX,1
1834,BTS   ,1
1835,Duane Kuiper's yurt,1
1836,"Rosario, Argentina",1
1837,"Fort Smith, AR",1
1838,The high country California,1
1839,"Ahmedabad, , ",1
1840,"Forest Park, IL",1
1841,127squad  ruby,1
1842,panchkula ,1
1843,Longview - Dallas - London,1
1844,IG: MRTSTEW1,1
1845,"Yorkshire, EU",1
1846,"Seguin, TX",1
1847,Lachimolala Magic Shop,1
1848,"They/He  Detroit, MI",1
1849,"Langley, VA",1
1850,404 no place found,1
1851,"Welwyn Garden City, UK",1
1852, |  |   she/her,1
1853,"Victoria, BC Canada",1
1854,"713, TX",1
1855,"Gadigal land - NSW, Australia",1
1856,jungwoo's heart,1
1857,Qld,1
1858,(+63)  she/her  18,1
1859,NYC/Newark,1
1860,Canberra,1
1861,"Maseru, Lesotho",1
1862,"Fort , Ontario",1
1863,"St Petersburg, FL and Global",1
1864,she/them,1
1865,stan & writing account ,1
1866,British Columbia,1
1867,"Mangalore, India",1
1868,MX 190725 ~ BTS 200510,1
1869,O H i O,1
1870,"South Portland, ME",1
1871,EVV  STL + BTM,1
1872, CA,1
1873,"Persevero, tolero, prospicio.",1
1874,En la pequea Venecia ,1
1875,HopeWorld ,1
1876,Introvert Isle,1
1877,chilzen only,1
1878,CPU,1
1879,P A R A G U A Y ,1
1880,"Marysville, MI",1
1881,Mohkinstsis/Treaty 7 Territory,1
1882,"Strasbourg (SXB), Europe.",1
1883,Florida Atlantic University,1
1884,2022,1
1885,#,1
1886,"Hazyview, South Africa",1
1887,montral,1
1888,"General Trias, Cavite",1
1889,The Internet.,1
1890,Kuala Lumpur City,1
1891, babes,1
1892,"Houston, TX ",1
1893,"Lapeer, MI",1
1894,SYDNEY-AUSTRALIA,1
1895,Richmond BC,1
1896,Muntinlupa City,1
1897,"Kefalonia, Greece",1
1898,moarmy,1
1899,"Louisville, KY, US, 40203",1
1900,"Coachella Valley, CA",1
1901,Use code FridgeGang,1
1902,Location,1
1903,21. mixed. they/them.,1
1904,"Dallas, TX USA",1
1905,"Tamil Nadu, India",1
1906,"syn city, california",1
1907,Pune,1
1908,3RD rock from the SUN,1
1909,"Johnson City, TN",1
1910,GMT+8,1
1911,"Bailey, Colorado",1
1912,"Quito, Ecuador",1
1913,I got that superstar glow..,1
1914,"Salem, India",1
1915,purexarex@gmail.com,1
1916,     ,1
1917,"Jakarta Pusat, DKI Jakarta",1
1918,hell ,1
1919,"Laurel, VA",1
1920,"Houston, Texas, USA",1
1921,minors will be blocked ,1
1922,Maryland ,1
1923,Sothis,1
1924,i might flood or rt a lot ,1
1925,tinytown ,1
1926,   reader she her. @vvk0o ,1
1927,Baker Street,1
1928,she / it,1
1929,"Albury, New South Wales",1
1930,"Ibaan,batangas.",1
1931,Hobi's Left Nostril,1
1932,In my skin,1
1933,"Palatine, IL",1
1934,blue mountains for now ,1
1935,"Switzerland, Geneva",1
1936,GYE / PHL / LAX,1
1937,"Gunnison,Colorado",1
1938,Look right next to you,1
1939,Heavens Gate,1
1940,BTC: 1Hrfimvf2qf6xymKfvXNFakHu,1
1941,Getting Closer,1
1942,"NSW, Australia",1
1943,   *.,1
1944,25INFP | JDB | BTS | TXT | MB,1
1945,"Victoria, BC (Lkwungen)",1
1946,INDIA/ BHARAT.,1
1947,SHE!HER,1
1948,SAN GABRIEL VALLEY ,1
1949,"Roanoke Rapids,North Carolina",1
1950,On the beach playing vb,1
1951,#West Cork,1
1952,"fgo, twst, hs, nu, submas.",1
1953,Transdimentional,1
1954, 20   She/her  Queer ,1
1955,Jeon's,1
1956,1965,1
1957,Never ask it may surprise you,1
1958,FOH,1
1959, Scotland,1
1960,moodz,1
1961,CABA,1
1962,North West of England,1
1963,major,1
1964,"24, she/her",1
1965,"Oxnard,CA",1
1966,"DeKalb County, GA",1
1967,Florida / New York / London,1
1968,"Meridian, MS",1
1969,Navotas Fish Port Complex,1
1970,"only,  / .",1
1971,"manila,philippines ",1
1972,Around The World,1
1973,A World with JUSTICE for ALL,1
1974,she/her 23,1
1975,97l,1
1976,alyssa,1
1977,where ever you wish ,1
1978,Bryan/College Station. TX,1
1979,"Tustin, CA",1
1980,they/them  18+ ,1
1981,fan acc  | 17+,1
1982,"Athens, GA",1
1983,              ?  ?    ? csoon,1
1984,"Volgograd,Russia",1
1985,Ballin for Position,1
1986,"Selangor, Malaysia",1
1987,KRYSTALJUNGWOO KARINA,1
1988,serendipity.  she/her | 21,1
1989,West Belfast,1
1990,Marked down in history ,1
1991,MSU IIT/ Malaybalay City,1
1992,metaverse,1
1993,"She/They, Rant.",1
1994,"Brockville, Ontario",1
1995,she/her 00',1
1996,HYBE MUSIC UNIVERSE ,1
1997,"Las Vegas,NV",1
1998,The Kim family,1
1999,Auckland,1
2000,loving bts on daily basis,1
2001,SYD | MLB | BNE | ADL,1
2002,LC JW JN JM SHT,1
2003,Upstate NY ,1
2004,"Q,C PHILIPPINES",1
2005,she/ her,1
2006,Ohlone land,1
2007,170226 190824  20+  she/her,1
2008,Manitoba,1
2009,20,1
2010,"Karnataka, India",1
2011,Other World,1
2012,she ! her 21 +63,1
2013,n/4,1
2014,Milwaukee area,1
2015,"Philadelphia, PA ",1
2016,"Manila,philippines",1
2017,MI6 headquarters,1
2018,"Pre: 41.541213,-72.79432",1
2019,Oklahoma ,1
2020,Kuwait,1
2021,poc | 16 | s/h,1
2022,Western Australia,1
2023,T dot O,1
2024,hello,1
2025,Asian ,1
2026,heaven,1
2027,"Third rock from the sun, NSW",1
2028,"Urbana, IL",1
2029,Mississippi.,1
2030,Nicaragua,1
2031,Behind enemy lines in NYS. ,1
2032,"ARMY Forever, BANGTAN Forever",1
2033,Mars  ,1
2034,"Wellesley, MA",1
2035,LosAngeles #BoyleHeights #DTLA,1
2036,She/Her  26,1
2037,850,1
2038,"Iowa, USA",1
2039,East Coast North America ,1
2040,epilogue: 073016,1
2041,Angel Island,1
2042,"#Vancouver, BC, Canada",1
2043,"Balanga City, Central Luzon",1
2044,"UK, Kenya",1
2045,In Namjoons House,1
2046,Photographer,1
2047,704,1
2048,Brisbane - Jagera Country,1
2049, Ethos ,1
2050,"Denton, Texas",1
2051,rps x,1
2052,Shittzylvaynia,1
2053,Kerala ,1
2054,Outerspace,1
2055,Illinois,1
2056," bangtan spark collector  20+, software engr.",1
2057,she/her |  | 21,1
2058,she/her  bangtan ,1
2059,"Mordhaus, she/her, 18",1
2060,"Mount Crumpit, Whoville",1
2061,"Surf City, USA",1
2062,"Johannesburg, RSA",1
2063,Ask the FBI,1
2064,"Sherman, IL",1
2065,Made In Lagos.,1
